,_id,ltable_id,rtable_id,ltable_Country,ltable_Industry,ltable_MarketValue,ltable_Name,rtable_Name,rtable_Country,rtable_Sector,rtable_Industry,rtable_MarketValue
36234,36234,1693,4125,United States,Healthcare Services,3200,Tenet Healthcare,Tenet Healthcare Corporation,United States,Health Care,Hospital/Nursing Management,1776.968199
36237,36237,2239,4128,United States,Motor Vehicles and Parts,2963,Tenneco,Tenneco Inc.,United States,Capital Goods,Auto Parts:O.E.M.,3389.4672960000003
36238,36238,915,4129,United States,Computer Software,3383,Teradata,Teradata Corporation,United States,Technology,Computer Manufacturing,4073.22177
36239,36239,991,4131,United States,Construction and Farm Machinery,2702,Terex,Terex Corporation,United States,Capital Goods,Construction/Ag Equipment/Trucks,3325.26
36261,36261,2240,4140,United States,Motor Vehicles and Parts,30343,Tesla Motors,"Tesla, Inc. ",United States,Capital Goods,Auto Manufacturing,45430.21339
36262,36262,2356,4141,United States,Oil & Gas Operations,10300,Tesoro,Tesoro Corporation,United States,Energy,Integrated oil Companies,9514.813073000001
36264,36264,2356,4142,United States,Oil & Gas Operations,10300,Tesoro,Tesoro Logistics LP,United States,Energy,Natural Gas Distribution,5610.20552
36265,36265,1404,4144,United States,Electronics,2500,Tech Data,"Tetra Tech, Inc.",United States,Consumer Services,Military/Government/Technical,2341.4016149999998
36270,36270,1453,4144,United States,"Engineering, Construction",1748,Tetra Tech,"Tetra Tech, Inc.",United States,Consumer Services,Military/Government/Technical,2341.4016149999998
36271,36271,1453,4145,United States,"Engineering, Construction",1748,Tetra Tech,"Tetra Technologies, Inc.",United States,Energy,Oil & Gas Production,470.6247512
36273,36273,2754,4147,United States,Semiconductors,59000,Texas Instruments,"Texas Capital Bancshares, Inc.",United States,Finance,Major Banks,4135.579383
36289,36289,2754,4148,United States,Semiconductors,59000,Texas Instruments,"Texas Capital Bancshares, Inc.",United States,Finance,Major Banks,153.0594
36304,36304,2754,4149,United States,Semiconductors,59000,Texas Instruments,Texas Instruments Incorporated,United States,Technology,Semiconductors,80530.97688999999
36334,36334,2754,4150,United States,Semiconductors,59000,Texas Instruments,Texas Pacific Land Trust,United States,Energy,Oil & Gas Production,2217.6660920000004
36337,36337,2754,4151,United States,Semiconductors,59000,Texas Instruments,"Texas Roadhouse, Inc.",United States,Consumer Services,Restaurants,3149.557561
36338,36338,958,4152,United States,Conglomerates,10800,Textron,Textron Inc.,United States,Capital Goods,Aerospace,12851.40752
36440,36440,2124,4186,United States,Materials,-,The Kraft Group,The Kraft Heinz Company,United States,Consumer Non-Durables,Packaged Foods,110528.1253
36450,36450,767,4192,United States,Business & Personal Services,66400,The Priceline Group,The Priceline Group Inc. ,United States,Miscellaneous,Business Services,87521.86715
36459,36459,2785,4196,United States,Services,-,The Trade Desk,"The Trade Desk, Inc.",United States,Technology,"Computer Software: Programming, Data Processing",1457.255421
36475,36475,2521,4202,United States,Precision Healthcare Equipment,57800,Thermo Fisher Scientific,Thermo Fisher Scientific Inc,United States,Capital Goods,Industrial Machinery/Components,59964.06697000001
36480,36480,2528,4206,United States,Printing & Publishing,30900,Thomson Reuters,Thomson Reuters Corp,United States,Consumer Services,Publishing,31290.441000000003
36506,36506,2241,4207,United States,Motor Vehicles and Parts,3347,Thor Industries,"Thor Industries, Inc.",United States,Consumer Non-Durables,Homebuilding,5055.0961210000005
36544,36544,2873,4212,United States,Specialty Retailers: Other,9249,Tiffany,Tiffany & Co.,United States,Consumer Services,Consumer Specialties,11871.03059
36548,36548,2905,4212,United States,Specialty Stores,9200,Tiffany & Co.,Tiffany & Co.,United States,Consumer Services,Consumer Specialties,11871.03059
36555,36555,733,4216,United States,Broadcasting & Cable,60600,Time Warner,Time Warner Inc.,United States,Consumer Services,Television Services,75660.2026
36556,36556,734,4216,United States,Broadcasting & Cable,57100,Time Warner Cable,Time Warner Inc.,United States,Consumer Services,Television Services,75660.2026
36557,36557,1820,4217,United States,Industrial Machinery,2659,Timken,Timken Company (The),United States,Capital Goods,Metal Fabrications,3529.0457770000003
36572,36572,1820,4218,United States,Industrial Machinery,2659,Timken,Timken Steel Corporation,United States,Basic Industries,Steel/Iron Ore,839.0546645
36672,36672,2841,4225,United States,Specialty Retailers,-,TJX,"TJX Companies, Inc. (The)",United States,Consumer Services,Clothing/Shoe/Accessory Stores,51053.24708
36674,36674,592,4225,United States,Apparel/Footwear Retail,50700,TJX Cos,"TJX Companies, Inc. (The)",United States,Consumer Services,Clothing/Shoe/Accessory Stores,51053.24708
36675,36675,1737,4227,United States,Homebuilders,4973,Toll Brothers,Toll Brothers Inc.,United States,Capital Goods,Homebuilding,5871.59433
36824,36824,2061,4234,United States,Life & Health Insurance,6900,Torchmark,Torchmark Corporation,United States,Finance,Life Insurance,9082.816389
36825,36825,992,4235,United States,Construction and Farm Machinery,4689,Toro,Toro Company (The),United States,Capital Goods,Tools/Hardware,6719.577716
36828,36828,769,4240,United States,Business & Personal Services,9300,Total System Services,"Total System Services, Inc.",United States,Miscellaneous,Business Services,9802.139108
36896,36896,2242,4241,United States,Motor Vehicles and Parts,576,Tower International,"Tower International, Inc.",United States,Capital Goods,Auto Parts:O.E.M.,554.3004461
36936,36936,2242,4242,United States,Motor Vehicles and Parts,576,Tower International,"Town Sports International Holdings, Inc.",United States,Consumer Services,Hotels/Resorts,95.7950532
37016,37016,641,4245,Japan,Auto & Truck Parts,3300,Toyota Boshoku,Toyota Motor Corp Ltd Ord,Japan,Capital Goods,Auto Manufacturing,162294.2659
37017,37017,642,4245,Japan,Auto & Truck Parts,14800,Toyota Industries,Toyota Motor Corp Ltd Ord,Japan,Capital Goods,Auto Manufacturing,162294.2659
37022,37022,619,4245,Japan,Auto & Truck Manufacturers,177000,Toyota Motor,Toyota Motor Corp Ltd Ord,Japan,Capital Goods,Auto Manufacturing,162294.2659
37028,37028,3033,4245,Japan,Trading Companies,8600,Toyota Tsusho,Toyota Motor Corp Ltd Ord,Japan,Capital Goods,Auto Manufacturing,162294.2659
37033,37033,2906,4248,United States,Specialty Stores,12600,Tractor Supply,Tractor Supply Company,United States,Consumer Services,RETAIL: Building Materials,8959.940082
37057,37057,501,4253,United States,Aerospace & Defense,12100,TransDigm Group,Transdigm Group Incorporated,United States,Capital Goods,Military/Government/Technical,11634.24842
37081,37081,2875,4257,United States,Specialty Retailers: Other,263,TravelCenters of America,TravelCenters of America LLC,United States,Consumer Durables,Automotive Aftermarket,239.09924280000004
37117,37117,1502,4262,United States,Food Consumer Products,4892,TreeHouse Foods,"Treehouse Foods, Inc.",United States,Consumer Non-Durables,Packaged Foods,4812.923201
37151,37151,1462,4269,United States,Entertainment,3554,Tribune Media,Tribune Media Company,United States,Consumer Services,Broadcasting,3237.8035210000003
37162,37162,2718,4272,United States,"Scientific,Photographic and Control Equipment",6242,Trimble,Trimble Inc.,United States,Capital Goods,Industrial Machinery/Components,8090.613926999999
37182,37182,1712,4273,United States,Heavy Equipment,3000,Trinity Industries,"Trinity Industries, Inc.",United States,Capital Goods,Railroads,4040.620817
37288,37288,1671,4276,United States,Health Care: Insurance and Managed Care,612,Triple-S Management,Triple-S Management Corporation,United States,Finance,Accident &Health Insurance,426.4567032
37304,37304,513,4278,United States,Aerospace and Defense,1553,Triumph Group,"Triumph Bancorp, Inc.",United States,Finance,Major Banks,464.7406558
37305,37305,513,4279,United States,Aerospace and Defense,1553,Triumph Group,"Triumph Group, Inc.",United States,Capital Goods,Aerospace,1276.505497
37307,37307,2994,4283,United States,Temporary Help,1109,TrueBlue,"TrueBlue, Inc.",United States,Technology,Professional Services,1153.711587
37311,37311,1770,4293,United States,Household and Personal Products,2928,Tupperware Brands,Tupperware Brands Corporation,United States,Consumer Non-Durables,Plastic Products,3177.925184
37339,37339,1770,4295,United States,Household and Personal Products,2928,Tupperware Brands,"Turning Point Brands, Inc.",United States,Consumer Non-Durables,Tobacco,293.5625004
37351,37351,1454,4297,United States,"Engineering, Construction",763,Tutor Perini,Tutor Perini Corporation,United States,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,1565.289301
37354,37354,1463,4298,United States,Entertainment,-,Twenty-First Century Fox,"Twenty-First Century Fox, Inc.",United States,Consumer Services,Television Services,58819.52794
37358,37358,1463,4299,United States,Entertainment,-,Twenty-First Century Fox,"Twenty-First Century Fox, Inc.",United States,Consumer Services,Television Services,39546.24527
37361,37361,2662,4302,United States,Real Estate,2700,Two Harbors Investment,Two Harbors Investments Corp,United States,Consumer Services,Real Estate Investment Trusts,3346.056298
37364,37364,2662,4303,United States,Real Estate,2700,Two Harbors Investment,Two River Bancorp,United States,Finance,Major Banks,148.32400859999998
37370,37370,1560,4305,United States,Food Processing,22900,Tyson Foods,"Tyson Foods, Inc.",United States,Consumer Non-Durables,Meat/Poultry/Fish,22027.91885
37458,37458,2269,4317,United States,Natural Gas Utilities,6900,UGI,UGI Corporation,United States,Public Utilities,Natural Gas Distribution,8542.796537999999
37459,37459,2907,4318,United States,Specialty Stores,12900,Ulta Salon Cosmetcs & Fragrance,"Ulta Beauty, Inc.",United States,Consumer Services,Other Specialty Stores,17721.98595
37460,37460,2876,4318,United States,Specialty Retailers: Other,12132,Ulta Salon Cosmetics & Fragrance,"Ulta Beauty, Inc.",United States,Consumer Services,Other Specialty Stores,17721.98595
37487,37487,562,4326,United States,Apparel,18446,Under Armour,"Under Armour, Inc.",United States,Consumer Non-Durables,Apparel,8025.107454999999
37488,37488,562,4327,United States,Apparel,18446,Under Armour,"Under Armour, Inc.",United States,Consumer Non-Durables,Apparel,8674.132538
37511,37511,2574,4333,United States,Railroads,75400,Union Pacific,Union Bankshares Corporation,United States,Finance,Major Banks,1535.385373
37515,37515,2574,4334,United States,Railroads,75400,Union Pacific,"Union Bankshares, Inc.",United States,Finance,Major Banks,191.6486983
37525,37525,2574,4335,United States,Railroads,75400,Union Pacific,Union Pacific Corporation,United States,Transportation,Railroads,86197.19182000001
37531,37531,1830,4337,United States,Information Technology Services,385,Unisys,Unisys Corporation,United States,Technology,EDP Services,703.0395589999999
37605,37605,540,4342,United States,Airline,17100,United Continental Holdings,United Community Bancorp,United States,Finance,Savings Institutions,74.2108608
37618,37618,540,4343,United States,Airline,17100,United Continental Holdings,"United Community Banks, Inc.",United States,Finance,Major Banks,1965.771718
37647,37647,540,4344,United States,Airline,17100,United Continental Holdings,United Community Financial Corp.,United States,Finance,Banks,414.9753525
37660,37660,540,4345,United States,Airline,17100,United Continental Holdings,"United Continental Holdings, Inc.",United States,Transportation,Air Freight/Delivery Services,22224.944069999998
37794,37794,3106,4351,United States,Wholesalers: Food and Grocery,2028,United Natural Foods,"United Natural Foods, Inc.",United States,Consumer Non-Durables,Food Distributors,2185.601486
37828,37828,518,4352,United States,Air Courier,93300,United Parcel Service,"United Parcel Service, Inc.",United States,Transportation,Trucking Freight/Courier Services,93275.58462000001
37864,37864,2680,4353,United States,Rental & Leasing,5800,United Rentals,"United Rentals, Inc.",United States,Technology,Diversified Commercial Services,10561.13952
37867,37867,2463,4353,United States,Petroleum Refining,-,United Refining,"United Rentals, Inc.",United States,Technology,Diversified Commercial Services,10561.13952
37897,37897,2185,4355,United States,Metals,2350,United States Steel,United States Antimony Corporation,United States,Capital Goods,Metal Fabrications,33.13892738
37902,37902,2065,4355,United States,"Mail, Package, and Freight Delivery",-,United States Postal Service,United States Antimony Corporation,United States,Capital Goods,Metal Fabrications,33.13892738
37905,37905,856,4355,United States,Commercial Banks,70518,United States Bancorp,United States Antimony Corporation,United States,Capital Goods,Metal Fabrications,33.13892738
37916,37916,2185,4356,United States,Metals,2350,United States Steel,United States Cellular Corporation,United States,Public Utilities,Telecommunications Equipment,3167.41317
37921,37921,2065,4356,United States,"Mail, Package, and Freight Delivery",-,United States Postal Service,United States Cellular Corporation,United States,Public Utilities,Telecommunications Equipment,3167.41317
37924,37924,856,4356,United States,Commercial Banks,70518,United States Bancorp,United States Cellular Corporation,United States,Public Utilities,Telecommunications Equipment,3167.41317
37936,37936,2185,4357,United States,Metals,2350,United States Steel,"United States Lime & Minerals, Inc.",United States,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),440.4908156
37941,37941,2065,4357,United States,"Mail, Package, and Freight Delivery",-,United States Postal Service,"United States Lime & Minerals, Inc.",United States,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),440.4908156
37944,37944,856,4357,United States,Commercial Banks,70518,United States Bancorp,"United States Lime & Minerals, Inc.",United States,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),440.4908156
37961,37961,2065,4358,United States,"Mail, Package, and Freight Delivery",-,United States Postal Service,United States Steel Corporation,United States,Basic Industries,Steel/Iron Ore,5892.770629
37967,37967,856,4358,United States,Commercial Banks,70518,United States Bancorp,United States Steel Corporation,United States,Basic Industries,Steel/Iron Ore,5892.770629
37979,37979,2185,4358,United States,Metals,2350,United States Steel,United States Steel Corporation,United States,Basic Industries,Steel/Iron Ore,5892.770629
38008,38008,960,4359,United States,Conglomerates,88400,United Technologies,United Technologies Corporation,United States,Capital Goods,Aerospace,89957.27145
38013,38013,713,4360,United States,Biotechs,5400,United Therapeutics,United Therapeutics Corporation,United States,Health Care,Major Pharmaceuticals,6086.903574
38027,38027,2111,4362,United States,Managed Health Care,127500,UnitedHealth Group,UnitedHealth Group Incorporated,United States,Health Care,Medical Specialities,156454.2968
38028,38028,3009,4367,United States,Tobacco,1291,Universal,Universal American Corp.,United States,Health Care,Medical Specialities,592.4994730000001
38031,38031,1678,4367,United States,Health Care: Medical Facilities,12181,Universal Health Services,Universal American Corp.,United States,Health Care,Medical Specialities,592.4994730000001
38040,38040,1694,4367,United States,Healthcare Services,12600,Universal Health,Universal American Corp.,United States,Health Care,Medical Specialities,592.4994730000001
38045,38045,1649,4367,United States,Forest and Paper Products,1738,Universal Forest Products,Universal American Corp.,United States,Health Care,Medical Specialities,592.4994730000001
38052,38052,1649,4368,United States,Forest and Paper Products,1738,Universal Forest Products,Universal Corporation,United States,Consumer Services,Farming/Seeds/Milling,1788.0965170000002
38053,38053,3009,4368,United States,Tobacco,1291,Universal,Universal Corporation,United States,Consumer Services,Farming/Seeds/Milling,1788.0965170000002
38055,38055,1678,4368,United States,Health Care: Medical Facilities,12181,Universal Health Services,Universal Corporation,United States,Consumer Services,Farming/Seeds/Milling,1788.0965170000002
38056,38056,1694,4368,United States,Healthcare Services,12600,Universal Health,Universal Corporation,United States,Consumer Services,Farming/Seeds/Milling,1788.0965170000002
38057,38057,1649,4369,United States,Forest and Paper Products,1738,Universal Forest Products,Universal Display Corporation,United States,Capital Goods,Electrical Products,4042.713157
38058,38058,3009,4369,United States,Tobacco,1291,Universal,Universal Display Corporation,United States,Capital Goods,Electrical Products,4042.713157
38061,38061,1678,4369,United States,Health Care: Medical Facilities,12181,Universal Health Services,Universal Display Corporation,United States,Capital Goods,Electrical Products,4042.713157
38062,38062,1694,4369,United States,Healthcare Services,12600,Universal Health,Universal Display Corporation,United States,Capital Goods,Electrical Products,4042.713157
38063,38063,1694,4370,United States,Healthcare Services,12600,Universal Health,Universal Electronics Inc.,United States,Consumer Non-Durables,Consumer Electronics/Appliances,985.7198635
38064,38064,1649,4370,United States,Forest and Paper Products,1738,Universal Forest Products,Universal Electronics Inc.,United States,Consumer Non-Durables,Consumer Electronics/Appliances,985.7198635
38067,38067,3009,4370,United States,Tobacco,1291,Universal,Universal Electronics Inc.,United States,Consumer Non-Durables,Consumer Electronics/Appliances,985.7198635
38074,38074,1678,4370,United States,Health Care: Medical Facilities,12181,Universal Health Services,Universal Electronics Inc.,United States,Consumer Non-Durables,Consumer Electronics/Appliances,985.7198635
38079,38079,3009,4371,United States,Tobacco,1291,Universal,"Universal Forest Products, Inc.",United States,Basic Industries,Forest Products,2004.455578
38086,38086,1678,4371,United States,Health Care: Medical Facilities,12181,Universal Health Services,"Universal Forest Products, Inc.",United States,Basic Industries,Forest Products,2004.455578
38088,38088,1649,4371,United States,Forest and Paper Products,1738,Universal Forest Products,"Universal Forest Products, Inc.",United States,Basic Industries,Forest Products,2004.455578
38094,38094,1694,4371,United States,Healthcare Services,12600,Universal Health,"Universal Forest Products, Inc.",United States,Basic Industries,Forest Products,2004.455578
38095,38095,3009,4372,United States,Tobacco,1291,Universal,Universal Health Realty Income Trust,United States,Consumer Services,Real Estate Investment Trusts,877.142208
38104,38104,1678,4372,United States,Health Care: Medical Facilities,12181,Universal Health Services,Universal Health Realty Income Trust,United States,Consumer Services,Real Estate Investment Trusts,877.142208
38111,38111,1694,4372,United States,Healthcare Services,12600,Universal Health,Universal Health Realty Income Trust,United States,Consumer Services,Real Estate Investment Trusts,877.142208
38120,38120,1649,4372,United States,Forest and Paper Products,1738,Universal Forest Products,Universal Health Realty Income Trust,United States,Consumer Services,Real Estate Investment Trusts,877.142208
38128,38128,3009,4373,United States,Tobacco,1291,Universal,"Universal Health Services, Inc.",United States,Health Care,Hospital/Nursing Management,12021.46392
38137,38137,1678,4373,United States,Health Care: Medical Facilities,12181,Universal Health Services,"Universal Health Services, Inc.",United States,Health Care,Hospital/Nursing Management,12021.46392
38150,38150,1694,4373,United States,Healthcare Services,12600,Universal Health,"Universal Health Services, Inc.",United States,Health Care,Hospital/Nursing Management,12021.46392
38160,38160,1649,4373,United States,Forest and Paper Products,1738,Universal Forest Products,"Universal Health Services, Inc.",United States,Health Care,Hospital/Nursing Management,12021.46392
38174,38174,1649,4375,United States,Forest and Paper Products,1738,Universal Forest Products,"Universal Logistics Holdings, Inc.",United States,Transportation,Trucking Freight/Courier Services,408.1555289
38175,38175,3009,4375,United States,Tobacco,1291,Universal,"Universal Logistics Holdings, Inc.",United States,Transportation,Trucking Freight/Courier Services,408.1555289
38178,38178,1678,4375,United States,Health Care: Medical Facilities,12181,Universal Health Services,"Universal Logistics Holdings, Inc.",United States,Transportation,Trucking Freight/Courier Services,408.1555289
38179,38179,1694,4375,United States,Healthcare Services,12600,Universal Health,"Universal Logistics Holdings, Inc.",United States,Transportation,Trucking Freight/Courier Services,408.1555289
38180,38180,1649,4376,United States,Forest and Paper Products,1738,Universal Forest Products,"Universal Security Instruments, Inc.",United States,Consumer Non-Durables,Electronic Components,6.82301665
38181,38181,3009,4376,United States,Tobacco,1291,Universal,"Universal Security Instruments, Inc.",United States,Consumer Non-Durables,Electronic Components,6.82301665
38182,38182,1694,4376,United States,Healthcare Services,12600,Universal Health,"Universal Security Instruments, Inc.",United States,Consumer Non-Durables,Electronic Components,6.82301665
38186,38186,1678,4376,United States,Health Care: Medical Facilities,12181,Universal Health Services,"Universal Security Instruments, Inc.",United States,Consumer Non-Durables,Electronic Components,6.82301665
38188,38188,3009,4377,United States,Tobacco,1291,Universal,"Universal Stainless & Alloy Products, Inc.",United States,Basic Industries,Steel/Iron Ore,127.638618
38195,38195,1678,4377,United States,Health Care: Medical Facilities,12181,Universal Health Services,"Universal Stainless & Alloy Products, Inc.",United States,Basic Industries,Steel/Iron Ore,127.638618
38197,38197,1649,4377,United States,Forest and Paper Products,1738,Universal Forest Products,"Universal Stainless & Alloy Products, Inc.",United States,Basic Industries,Steel/Iron Ore,127.638618
38204,38204,1694,4377,United States,Healthcare Services,12600,Universal Health,"Universal Stainless & Alloy Products, Inc.",United States,Basic Industries,Steel/Iron Ore,127.638618
38205,38205,1649,4378,United States,Forest and Paper Products,1738,Universal Forest Products,Universal Technical Institute Inc,United States,Consumer Services,Other Consumer Services,85.1520513
38206,38206,3009,4378,United States,Tobacco,1291,Universal,Universal Technical Institute Inc,United States,Consumer Services,Other Consumer Services,85.1520513
38208,38208,1678,4378,United States,Health Care: Medical Facilities,12181,Universal Health Services,Universal Technical Institute Inc,United States,Consumer Services,Other Consumer Services,85.1520513
38209,38209,1694,4378,United States,Healthcare Services,12600,Universal Health,Universal Technical Institute Inc,United States,Consumer Services,Other Consumer Services,85.1520513
38210,38210,1865,4380,United States,"Insurance: Life, Health (stock)",7385,Unum Group,Unum Group,United States,Finance,Accident &Health Insurance,10748.55888
38211,38211,2062,4380,United States,Life & Health Insurance,8100,Unum,Unum Group,United States,Finance,Accident &Health Insurance,10748.55888
38242,38242,2854,4384,United States,Specialty Retailers: Apparel,3885,Urban Outfitters,Urban Edge Properties,United States,Finance,Real Estate,2623.422817
38255,38255,2854,4385,United States,Specialty Retailers: Apparel,3885,Urban Outfitters,"Urban Outfitters, Inc.",United States,Consumer Services,Clothing/Shoe/Accessory Stores,2761.714637
38282,38282,3107,4388,United States,Wholesalers: Food and Grocery,-,US Foods Holding,"US Ecology, Inc.",United States,Public Utilities,Environmental Services,1020.189316
38284,38284,2005,4388,United States,Iron & Steel,2900,US Steel,"US Ecology, Inc.",United States,Public Utilities,Environmental Services,1020.189316
38285,38285,2102,4388,United States,Major Banks,75000,US Bancorp,"US Ecology, Inc.",United States,Public Utilities,Environmental Services,1020.189316
38299,38299,2005,4389,United States,Iron & Steel,2900,US Steel,US Foods Holding Corp.,United States,Consumer Non-Durables,Food Distributors,6206.455721
38303,38303,3107,4389,United States,Wholesalers: Food and Grocery,-,US Foods Holding,US Foods Holding Corp.,United States,Consumer Non-Durables,Food Distributors,6206.455721
38314,38314,2102,4389,United States,Major Banks,75000,US Bancorp,US Foods Holding Corp.,United States,Consumer Non-Durables,Food Distributors,6206.455721
38361,38361,1010,4396,United States,Construction Materials,4200,USG,USG Corporation,United States,Capital Goods,Building Materials,4648.616347
38388,38388,2361,4404,United States,Oil & Gas Operations,28800,Valero Energy,Valero Energy Corporation,United States,Energy,Integrated oil Companies,29746.36473
38447,38447,993,4407,United States,Construction and Farm Machinery,2822,Valmont Industries,"Valmont Industries, Inc.",United States,Capital Goods,Metal Fabrications,3507.742254
38469,38469,2836,4408,United States,Specialized Chemicals,8500,Valspar,Valspar Corporation (The),United States,Basic Industries,Paints/Coatings,8814.730822
38472,38472,1478,4413,United States,Financial Data Services,10311,Vantiv,"Vantiv, Inc.",United States,Miscellaneous,Business Services,12633.64862
38479,38479,2159,4415,United States,Medical Equipment & Supplies,8100,Varian Medical Systems,"Varian Medical Systems, Inc.",United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,8516.133858
38562,38562,3077,4420,United States,Utilities: Gas and Electric,4185,Vectren,Vectren Corporation,United States,Public Utilities,Natural Gas Distribution,4861.740117
38564,38564,2664,4423,United States,Real Estate,20300,Ventas,"Ventas, Inc.",United States,Consumer Services,Real Estate Investment Trusts,23064.68044
38566,38566,2807,4431,United States,Software & Programming,9700,VeriSign,"VeriSign, Inc.",United States,Technology,EDP Services,8913.839990999999
38567,38567,771,4432,United States,Business & Personal Services,13100,Verisk Analytics,"Verisk Analytics, Inc.",United States,Technology,EDP Services,13496.93438
38571,38571,2928,4434,United States,Telecommunications,-,Verizon,Verizon Communications Inc.,United States,Public Utilities,Telecommunications Equipment,198900.0
38578,38578,2985,4434,United States,Telecommunications services,206200,Verizon Communications,Verizon Communications Inc.,United States,Public Utilities,Telecommunications Equipment,198900.0
38596,38596,714,4440,United States,Biotechs,21400,Vertex Pharmaceuticals,"Vertex Energy, Inc",United States,Energy,Integrated oil Companies,36.91640997
38597,38597,714,4441,United States,Biotechs,21400,Vertex Pharmaceuticals,Vertex Pharmaceuticals Incorporated,United States,Health Care,Major Pharmaceuticals,27166.709189999998
38598,38598,735,4442,United States,Broadcasting & Cable,17300,Viacom,Viacom Inc.,United States,Consumer Services,Television Services,19348.688869999998
38599,38599,735,4443,United States,Broadcasting & Cable,17300,Viacom,Viacom Inc.,United States,Consumer Services,Television Services,16198.590419999999
38750,38750,1096,4466,United States,Consumer Financial Services,189800,Visa,Visa Inc.,United States,Miscellaneous,Business Services,206242.39800000002
38751,38751,2765,4467,United States,Semiconductors and Other Electronic Components,1803,Vishay Intertechnology,"Vishay Intertechnology, Inc.",United States,Capital Goods,Electrical Products,2402.942913
38756,38756,2765,4468,United States,Semiconductors and Other Electronic Components,1803,Vishay Intertechnology,"Vishay Precision Group, Inc.",United States,Capital Goods,Electrical Products,208.79083799999998
38759,38759,644,4472,United States,Auto & Truck Parts,2800,Visteon,Visteon Corporation,United States,Capital Goods,Auto Parts:O.E.M.,3213.854102
38816,38816,2668,4484,United States,Real estate,17807,Vornado Realty Trust,Vornado Realty Trust,United States,Consumer Services,Real Estate Investment Trusts,18975.02399
38823,38823,2667,4484,United States,Real Estate,18000,Vornado Realty,Vornado Realty Trust,United States,Consumer Services,Real Estate Investment Trusts,18975.02399
38917,38917,1976,4486,United States,Investment Services,6700,Voya Financial,Voya Asia Pacific High Dividend Equity Income Fund,United States,n/a,n/a,126.1971165
38931,38931,1976,4487,United States,Investment Services,6700,Voya Financial,Voya Emerging Markets High Income Dividend Equity Fund,United States,n/a,n/a,168.8240362
38934,38934,1976,4488,United States,Investment Services,6700,Voya Financial,"Voya Financial, Inc.",United States,Finance,Life Insurance,7191.185256999999
38944,38944,1976,4489,United States,Investment Services,6700,Voya Financial,Voya Global Advantage and Premium Opportunity Fund,United States,n/a,n/a,192.3454346
38964,38964,1976,4490,United States,Investment Services,6700,Voya Financial,Voya Global Equity Dividend and Premium Opportunity Fund,United States,n/a,n/a,716.0091095
38974,38974,1976,4491,United States,Investment Services,6700,Voya Financial,"Voya Infrastructure, Industrials and Materials Fund",United States,n/a,n/a,293.4839517
39033,39033,1976,4492,United States,Investment Services,6700,Voya Financial,Voya International High Dividend Equity Income Fund,United States,n/a,n/a,58.4161817
39093,39093,1976,4493,United States,Investment Services,6700,Voya Financial,Voya Natural Resources Equity Income Fund,United States,n/a,n/a,149.1176144
39096,39096,2668,4494,United States,Real estate,17807,Vornado Realty Trust,Voya Prime Rate Trust,United States,n/a,n/a,799.5314083
39099,39099,1976,4494,United States,Investment Services,6700,Voya Financial,Voya Prime Rate Trust,United States,n/a,n/a,799.5314083
39107,39107,1011,4498,United States,Construction Materials,14600,Vulcan Materials,Vulcan Materials Company,United States,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),15980.08672
39115,39115,3096,4500,United States,Wholesalers: Diversified,3556,VWR,VWR Corporation,United States,Consumer Durables,Diversified Electronic Products,3712.081225
39116,39116,849,4502,United States,Chemicals,5028,W.R. Grace,W.R. Berkley Corporation,United States,Finance,Property-Casualty Insurers,8561.286833
39117,39117,1891,4502,United States,Insurance: Property and Casualty (Stock),6889,W.R. Berkley,W.R. Berkley Corporation,United States,Finance,Property-Casualty Insurers,8561.286833
39120,39120,1891,4503,United States,Insurance: Property and Casualty (Stock),6889,W.R. Berkley,W.R. Grace & Co.,United States,Basic Industries,Major Chemicals,4768.070658
39126,39126,849,4503,United States,Chemicals,5028,W.R. Grace,W.R. Grace & Co.,United States,Basic Industries,Major Chemicals,4768.070658
39131,39131,3097,4504,United States,Wholesalers: Diversified,14373,W.W. Grainger,"W.W. Grainger, Inc.",United States,Consumer Services,Office Equipment/Supplies/Services,13667.586430000001
39170,39170,1131,4510,United States,Discount Stores,215700,Wal-Mart Stores,"Wal-Mart Stores, Inc.",United States,Consumer Services,Department/Specialty Retail Stores,221515.5573
39177,39177,1659,4510,United States,General Merchandisers,-,Walmart,"Wal-Mart Stores, Inc.",United States,Consumer Services,Department/Specialty Retail Stores,221515.5573
39181,39181,1277,4511,United States,Drug Retail,86600,Walgreens Boots Alliance,"Walgreens Boots Alliance, Inc.",United States,Health Care,Medical/Nursing Services,89644.96961
39186,39186,736,4513,United States,Broadcasting & Cable,169300,Walt Disney,Walt Disney Company (The),United States,Consumer Services,Television Services,179297.7382
39208,39208,1467,4514,United States,Environmental & Waste,25100,Waste Management,Walter Investment Management Corp.,United States,Finance,Finance: Consumer Services,39.3297066
39256,39256,3081,4520,United States,Waste Management,7906,Waste Connections,"Waste Management, Inc.",United States,Public Utilities,Environmental Services,32215.95953
