PreviousRank,CurrentRank,CompanyName,Industry,Revenues($M),Assets($M),CEO,Profits,YearsOnFortune500,HQLocation,RevChange,ProfitChange,Sector,BrandIndex,Employees,MktValue_03/31/16,intro
147,133,Danaher,"Scientific,Photographic and Control Equipment","$20,909","$48,222",Thomas P. Joyce Jr.,"$3,357",18,"Washington, DC",5.0%,29.2%,Technology,F,"81,000","$65,184","The global diversified conglomerate has a variety of businesses — including water treatment supplies, testing and measuring devices, and dental office equipment."
148,134,Whirlpool,"Electronics, Electrical Equip.","$20,891","$19,010",Jeff M. Fettig,$783,22,"Benton Harbor, MI",5.1%,20.5%,Industrials,A+,"97,000","$13,945","The global manufacturer of washers, driers, refridgerators, stoves, mixers, air conditioners, and other home appliance brands like Maytag and KitchenAid is headquartered in Benton Harbor, Mich."
132,135,Aflac,"Insurance: Life, Health (stock)","$20,872","$118,296",Daniel P. Amos,"$2,533",22,"Columbus, GA",-8.2%,-14.2%,Financials,A,"9,915","$26,458","The supplemental health and life insurance provider is based in Columbus, Georgia, and has a large business segment in Japan."
156,136,AutoNation,"Automotive Retailing, Services","$20,862","$9,558",Michael J. Jackson,$443,19,"Fort Lauderdale, FL",9.2%,5.7%,Retailing,C+,"26,000","$4,813",The auto retailer operates more than 225 dealerships in North America that sell more than 30 brands of cars.
153,137,Progressive,Insurance: Property and Casualty (Stock),"$20,854","$29,819",Susan P. Griffith,"$1,268",22,"Mayfield Village, OH",7.5%,-1.0%,Financials,B+,"28,580","$20,487","Automotive insurance company also insures RVs, boats, and commercial vehicles."
134,138,Abbott Laboratories,Medical Products and Equipment,"$20,661","$41,247",Miles D. White,"$4,423",22,"Abbott Park, IL",-7.4%,93.7%,Health Care,B-,"74,000","$61,626","The global health care company has science-based offerings in diagnostics, medical devices, branded generic pharmaceuticals, and nutrition."
159,139,Dollar General,General Merchandisers,"$20,369","$11,258",Todd J. Vasos,"$1,165",18,"Goodlettsville, TN",7.7%,9.4%,Retailing,A,"113,400","$24,522","The discount retailer, which calls itself the country’s “largest small box retailer,” operates more than 11,400 stores in 40 states and is headquartered in Goodlettsville, Tenn."
170,140,Tenet Healthcare,Health Care: Medical Facilities,"$20,111","$23,682",Trevor Fetter,$-140,22,"Dallas, TX",12.2%,"-1,266.7%",Health Care,C-,"119,148","$2,871",The Dallas-based health care provider operates 80 hospitals and more than 200 outpatient clinics in 14 states.
151,141,Eli Lilly,Pharmaceuticals,"$19,959","$35,569",David A. Ricks,"$2,408",22,"Indianapolis, IN",1.7%,0.7%,Health Care,B-,"41,275","$79,535",The pharmaceutical giant manufactures drugs for humans as well as for livestock and poultry.
161,142,Southwest Airlines,Airlines,"$19,820","$21,312",Gary C. Kelly,"$2,181",22,"Dallas, TX",6.5%,92.0%,Transportation,A-,"49,583","$28,586",The Dallas-based company operates AirTrain Airways and its namesake Southwest Airlines.
177,143,Penske Automotive Group,"Automotive Retailing, Services","$19,361","$8,023",Roger S. Penske,$326,18,"Bloomfield Hills, MI",11.0%,13.7%,Retailing,B+,"23,000","$3,269","The diversified automotive company has mutliple business segments, including retail dealerships, commercial vehicle distribution, and car rental franchises."
144,144,ManpowerGroup,Temporary Help,"$19,330","$7,518",Jonas Prising,$419,22,"Milwaukee, WI",-6.9%,-2.0%,Business Services,B-,"27,000","$5,878","The global staffing agency offers workplaces solutions and HR services via its businesses in the Americas, Europe, and Asia Pacific."
157,145,Kohl’s,General Merchandisers,"$19,204","$13,606",Kevin Mansell,$673,19,"Menomonee Falls, WI",1.0%,-22.4%,Retailing,A+,"86,000","$8,631","The department store has more than 1,160 locations and is headquartered in Menomonee Falls, Wisc."
187,146,Starbucks,Food Services,"$19,163","$12,446",Howard D. Schultz,"$2,757",14,"Seattle, WA",16.5%,33.3%,"Hotels, Resturants & Leisure",A-,"238,000","$88,243","The global coffee and food retailer operates more than 21,000 locations in 66 countries."
158,147,Paccar,Motor Vehicles and Parts,"$19,115","$21,110",Ronald E. Armstrong,"$1,604",22,"Bellevue, WA",0.6%,18.0%,Motor Vehicles & Parts,B-,"23,000","$19,216","The company manufactures light, medium, and heavy duty trucks under the brand names Peterbilt, Kenworth, and DAF."
154,148,Cummins,Construction and Farm Machinery,"$19,110","$15,134",N. Thomas Linebarger,"$1,399",22,"Columbus, IN",-0.6%,-15.3%,Industrials,A-,"55,200","$18,728","Manufacturer of diesel and natural gas engines supplies the horsepower to PACCAR, Volvo Trucks, Daimler Trucks, Ford, and MAN in North America."
169,149,Altria Group,Tobacco,"$18,854","$32,535",Martin J. Barrington,"$5,241",22,"Richmond, VA",5.1%,3.4%,"Food, Beverages & Tobacco",D-,"8,800","$122,684","The holding company is the parent of Phillip Morris USA, which has half of the country’s tobacco market share. Altria also owns wine companies Chateau Ste. Michelle and Columbia Crest."
143,150,Xerox,Information Technology Services,"$18,664","$24,817",Ursula M. Burns,$474,22,"Norwalk, CT",-10.7%,-53.2%,Technology,A,"143,600","$11,304","The Norwalk, Conn.-based document technology and IT services company has operations in 180 countries."
140,151,Kimberly-Clark,Household and Personal Products,"$18,591","$14,842",Thomas J. Falk,"$1,013",22,"Irving, TX",-11.7%,-33.6%,Household Products,B+,"43,000","$48,545","The manufactuerer of paper-based products has many household brands in its portfolio, including Kleenex, Depends, Scott, and Huggies."
160,152,Hartford Financial Services Group,Insurance: Property and Casualty (Stock),"$18,377","$228,348",Christopher J. Swift,"$1,682",21,"Hartford, CT",-2.5%,110.8%,Financials,B-,"17,400","$18,279","Better known as The Harford, the insurance and financial services company was founded in 1810 and is headquartered in Hartford, Conn."
272,153,Kraft Heinz,Food Consumer Products,"$18,338","$122,973",Bernardo Hees,$634,22,"Pittsburgh, PA",67.9%,-3.5%,"Food, Beverages & Tobacco",B+,"42,000","$95,465",The global food conglomerate was formed by the merger of Kraft Foods and Heinz in 2015.
174,154,Lear,Motor Vehicles and Parts,"$18,211","$9,406",Matthew J. Simoncini,$746,22,"Southfield, MI",2.7%,10.9%,Motor Vehicles & Parts,B,"136,200","$8,157","The Southfield, Mich.-based company manufactures seats and electrical systems for cars."
136,155,Fluor,"Engineering, Construction","$18,114","$7,632",David T. Seaton,$413,15,"Irving, TX",-15.9%,-19.3%,Engineering & Construction,D,"38,758","$7,476","This global engineering and construction company is based in Irving, Texas."
343,156,AECOM,"Engineering, Construction","$17,990","$14,014",Michael S. Burke,$-155,8,"Los Angeles, CA",115.3%,-167.4%,Engineering & Construction,C-,"92,000","$4,699","The global provider of architecture, design, engineering, and construction services is headquartered in Los Angeles."
242,157,Facebook,Internet Services and Retailing,"$17,928","$49,407",Mark Zuckerberg,"$3,688",4,"Menlo Park, CA",43.8%,25.4%,Technology,A,"12,691","$324,761","Facebook’s 12 straight quarters of blockbuster growth and profits have made it a Wall Street darling. Investors traded Facebook shares up 33% in 2015, even as the company increased its costs to cover ambitious (and expensive) long term bets like virtual reality headset Oculus Rift, messaging app WhatsApp, and Facebook Messenger. Facebook’s early success with video ads and monetizing its photo sharing subsidiary Instagram have shown the company’s ambitious long term projects won’t hurt revenue growth in the short term."
191,158,Jabil Circuit,Semiconductors and Other Electronic Components,"$17,914","$9,603",Mark T. Mondello,$284,15,"St. Petersburg, FL",9.6%,17.7%,Technology,D-,"161,000","$3,672",The contract manufacturer of circuit boards and computer systems for companies in many industries has more than 90 facilities in 24 countries.
168,159,CenturyLink,Telecommunications,"$17,900","$47,604",Glen F. Post III,$878,7,"Monroe, LA",-0.7%,13.7%,Telecommunications,B-,"43,000","$17,382","The internet service, phone, and cable TV provider is the third largest telecom behind AT&T and Verizon."
164,160,Supervalu,Food and Drug Stores,"$17,820","$4,485",Mark Gross,$192,22,"Eden Prairie, MN",-3.1%,5.5%,Food and Drug Stores,B,"38,500","$1,532","The grocery retailer and distributor supplies food to 3,400 locations that it either owns, licenses, or franchises under a variety of names, including Save-A-Lot, Shop n’ Save, and Cub Foods."
171,161,General Mills,Food Consumer Products,"$17,630","$21,965",Kendall J. Powell,"$1,221",22,"Minneapolis, MN",-1.6%,-33.1%,"Food, Beverages & Tobacco",A+,"42,000","$37,655","The food company’s diverse portfolio includes Cheerios, Betty Crocker, Pillsbury, Haagen-Dazs, Green Giant, Muir Glen, and Yoplait."
163,162,Southern,Utilities: Gas and Electric,"$17,489","$78,318",Thomas A. Fanning,"$2,367",22,"Atlanta, GA",-5.3%,20.6%,Energy,C,"26,703","$47,222","The energy holding company produces and sells electricity through Alabama Power, Georgia Power, Gulf Power, Mississippi Power, Southern Power, and other subsidiaries."
183,163,NextEra Energy,Utilities: Gas and Electric,"$17,486","$82,479",James L. Robo,"$2,752",22,"Juno Beach, FL",2.7%,11.6%,Energy,C,"14,300","$54,606","The investment holding company generates and distributes electricity, operates fleets of nuclear power stations, and is the parent of Florida Power and Light."
181,164,Thermo Fisher Scientific,"Scientific,Photographic and Control Equipment","$16,965","$40,889",Marc N. Casper,"$1,975",14,"Waltham, MA",-0.8%,4.3%,Technology,C+,"52,400","$56,107","Manufacturer of analytical instruments, equipment, software, and services for the scientific research industry has more than 50,000 employees in 50 countries."
184,165,American Electric Power,Utilities: Gas and Electric,"$16,900","$61,683",Nicholas K. Akins,"$2,047",22,"Columbus, OH",-0.7%,25.3%,Energy,C+,"17,405","$32,606","The Columbus, Ohio-based electric power utility serves more than 5 million customers in 11 states."
182,166,PG&E Corp.,Utilities: Gas and Electric,"$16,833","$63,339",Anthony F. Earley Jr.,$874,22,"San Francisco, CA",-1.5%,-39.1%,Energy,B-,"23,323","$29,432","The energy holding company owns the utility Pacific Gas & Electric, which supplies energy to Northern and Central California."
299,167,NGL Energy Partners,Wholesalers: Diversified,"$16,802","$6,548",H. Michael Krimbill,$17,2,"Tulsa, OK",73.2%,-65.0%,Wholesalers,C-,"3,100",$805,"The company provides solutions for upstream companies in the oil industry, such as marketing oil products, storing natural gas liquids or treating wastewater."
195,168,Bristol-Myers Squibb,Pharmaceuticals,"$16,560","$31,748",Giovanni Caforio,"$1,565",22,"New York, NY",4.3%,-21.9%,Health Care,B+,"25,000","$106,848","The biopharmaceutical company manufactures medicines for Alzheimer’s, dementia, pyschiatric disorders, cardiovascular, diabetes, oncology, and hepatitis."
166,169,Goodyear Tire & Rubber,Motor Vehicles and Parts,"$16,443","$16,439",Richard J. Kramer,$307,22,"Akron, OH",-9.3%,-87.5%,Motor Vehicles & Parts,A,"66,000","$8,813","The tire manufacturer has 51 facilities in 22 countries and operates 1,240 tire and auto service centers."
139,170,Nucor,Metals,"$16,439","$14,250",John J. Ferriola,$358,22,"Charlotte, NC",-22.1%,-49.9%,Materials,C-,"23,700","$15,039","The manufacturer of steel and steel products is headquartered in Charlotte, N.C."
192,171,PNC Financial Services Group,Commercial Banks,"$16,270","$358,493",William S. Demchak,"$4,106",22,"Pittsburgh, PA",-0.1%,-1.9%,Financials,B-,"50,831","$42,379","The diversified financial services company has retail and commercial banking, mortgage, lending, and wealth management businesses, and operates more than 2,700 branches in 19 states."
216,172,Health Net,Health Care: Insurance and Managed Care,"$16,244","$6,398",Michael F. Neidorff,$186,22,"Woodland Hills, CA",16.0%,27.5%,Health Care,C+,"8,584",-,The health insurance company covers approximately 6 million people across the country with commercial and government health plans.
190,173,Micron Technology,Semiconductors and Other Electronic Components,"$16,192","$24,143",D. Mark Durcan,"$2,899",19,"Boise, ID",-1.0%,-4.8%,Technology,B-,"31,800","$10,862","The Boise, Idaho-based company makes semiconductor products, including random access memory and flash drives."
179,174,Colgate-Palmolive,Household and Personal Products,"$16,034","$11,958",Ian M. Cook,"$1,384",22,"New York, NY",-7.2%,-36.5%,Household Products,A,"37,900","$63,072","The global consumer products company has a diverse portfolio of home, personal, and oral care brands that are sold in more than 200 countries."
137,175,Freeport-McMoRan,"Mining, Crude-Oil Production","$15,877","$46,577",Richard C. Adkerson,"$-12,236",11,"Phoenix, AZ",-25.9%,-,Energy,D-,"34,500","$12,944","The mining company extracts copper, gold, and molybdenum from sites in North and South America, Indonesia, and Africa."
173,176,ConAgra Foods,Food Consumer Products,"$15,849","$17,542",Sean M. Connolly,$-253,22,"Omaha, NE",-10.8%,-183.3%,"Food, Beverages & Tobacco",B,"32,900","$19,371","The food company’s brands include Orville Redenbacher, ReddiWhip, PAM, Chef Boyardee, and Slim Jim."
214,181,Whole Foods Market,Food and Drug Stores,"$15,389","$5,741","John P. Mackey, Walter E. Robb IV",$536,12,"Austin, TX",8.4%,-7.4%,Food and Drug Stores,B+,"76,300","$10,099","The food retailer operates a chain of upscale supermarkets in the United States, Canada and the United Kingdom."
189,179,Bank of New York Mellon Corp.,Commercial Banks,"$15,523","$393,780",Gerald L. Hassell,"$3,158",22,"New York, NY",-5.3%,23.0%,Financials,C,"51,200","$39,622",The bank holding company provides financial services and offers investment management with $1.7 trillion in assets under management.
330,180,Dollar Tree,Specialty Retailers: Other,"$15,498","$15,901",Bob Sasser,$282,8,"Chesapeake, VA",80.2%,-52.9%,Retailing,A+,"111,550","$19,393","The discount retailer operates more than 5,000 stores under the names Dollar Tree, Deal$, Dollar Tree Deal$, Dollar Giant, and Dollar Bills."
198,182,PPG Industries,Chemicals,"$15,330","$17,076",Michael H. McGarry,"$1,406",22,"Pittsburgh, PA",-1.8%,-33.1%,Chemicals,B-,"46,600","$29,742","Founded as Pittsburg Plate Glass, the company makes paint, protective and decorative coatings, flat glass, and glass products and has 156 manufacturing facilities in 70 countries."
188,177,Gap,Specialty Retailers: Apparel,"$15,797","$7,473",Arthur L. Peck,$920,22,"San Francisco, CA",-3.9%,-27.1%,Retailing,B+,"141,000","$11,676","The global apparel retailer operates 3,300 company-owned and 400 franchised stores in 90 countries under the brands Gap, Old Navy, Banana Republic, PiperLime, Athelta, and Intermix."
119,178,Baker Hughes,"Oil and Gas Equipment, Services","$15,742","$24,080",Martin S. Craighead,"$-1,967",22,"Houston, TX",-35.9%,-214.4%,Energy,C,"43,000","$19,191","This supplier of tech, services, and products for the oil and natural gas industry operates in the Americas, Europe, Russia, Africa, the Middle East, and Asia Pacific."
199,183,Genuine Parts,Wholesalers: Diversified,"$15,280","$8,145",Paul D. Donahue,$706,22,"Atlanta, GA",-0.4%,-0.8%,Wholesalers,B,"39,600","$14,856","The distributor of automotive replacement parts, industrial parts, office supplies, and electrical materials is the parent company of Napa Automotive, Motion Industries, S.P. Richards, and EIS, and is headquartered in Atlanta."
155,184,Icahn Enterprises,Diversified Financials,"$15,272","$36,442",Keith Cozza,"$-1,194",8,"New York, NY",-20.3%,-,Financials,F,"73,807","$8,290","The New York City-based diversified holding company named after its founder, the activist investor Carl Icahn."
200,186,Omnicom Group,"Advertising, marketing","$15,134","$22,111",John D. Wren,"$1,094",20,"New York, NY",-1.2%,-0.9%,Business Services,D,"74,900","$19,941","The marketing and corporate communications holding company includes many branded networks and specialty firms that provide advertising, PR and media planning services to clients like McDonalds, Apple, and Visa."
208,187,DISH Network,Telecommunications,"$15,069","$22,887",Charles W. Ergen,$747,15,"Englewood, CO",2.9%,-20.9%,Telecommunications,B,"18,000","$21,474",The holding company provides broadcast satellite television services to subscribers.
206,188,FirstEnergy,Utilities: Gas and Electric,"$15,026","$52,187",Charles E. Jones,$578,21,"Akron, OH",-0.2%,93.3%,Energy,C,"15,781","$15,239",FirstEnergy owns ten energy companies that generate and supply energy to customers across the Mid-Atlantic and Midwest.
178,190,AES,Utilities: Gas and Electric,"$14,963","$36,850",Andres R. Gluski,$306,16,"Arlington, VA",-13.9%,-60.2%,Energy,F,"21,000","$7,785","The diversified power utility generates and distributes energy to 18 countries, including the U.S., Brazil, Mexico, Colombia, Chile, Argentina, and in Africa, and Asia."
197,189,Monsanto,Chemicals,"$15,001","$21,920",Hugh Grant,"$2,314",13,"St. Louis, MO",-5.4%,-15.5%,Chemicals,B-,"24,000","$38,637",The St. Louis-based biotech agricultural company makes genetically modified seed and crop protection chemicals for farming and has 404 facilities in 66 countries. Also read: Can Monsanto Save the Planet? 
232,191,CarMax,"Automotive Retailing, Services","$14,874","$13,198",William D. Nash,$597,13,"Richmond, VA",13.3%,21.3%,Retailing,B+,"22,064","$10,002",The auto retailer buys and sells used vehicles in its 148 store locations.
127,192,National Oilwell Varco,"Oil and Gas Equipment, Services","$14,757","$26,725",Clay C. Williams,$-769,11,"Houston, TX",-36.2%,-130.7%,Energy,F,"47,262","$11,687",This Houston-based provider of equipment to oil and gas drilling companies and production operations was founded in 1841.
196,193,NRG Energy,Energy,"$14,674","$32,882",Mauricio Gutierrez,"$-6,382",10,"Princeton, NJ",-7.5%,"-4,862.7%",Energy,C+,"10,468","$4,110","The energy company has 3 million recurring retail customers in all 50 states and has two headquarters, in Princeton, N.J., and Houston, Texas."
205,194,Western Digital,Computer Peripherals,"$14,572","$15,181",Stephen D. Milligan,"$1,465",13,"Irvine, CA",-3.7%,-9.4%,Technology,B,"76,449","$10,996",Western Digital develops and manufactures data storage devices like hard drives and external drives as well as media players.
221,195,Marriott International,"Hotels, Casinos, Resorts","$14,486","$6,082",Arne M. Sorenson,$859,18,"Bethesda, MD",5.0%,14.1%,"Hotels, Resturants & Leisure",A,"127,500","$18,043","The hotel franchise operates more than 3,9000 properties globally including brands like the Ritz-Carlton, Renaissance Hotels and Fairfield Inn & Suites."
194,196,Office Depot,Specialty Retailers: Other,"$14,485","$6,442",Roland C. Smith,$8,22,"Boca Raton, FL",-10.0%,-,Retailing,A+,"49,000","$3,898","The retailer of office supplies has 1,800 stores in 56 countries."
224,197,Nordstrom,General Merchandisers,"$14,437","$7,698",Blake W. Nordstrom,$600,22,"Seattle, WA",6.9%,-16.7%,Retailing,B+,"72,500","$9,893","The upscale retailer sells apparel, shoes, cosmetics and accessories in 38 states and Canada."
193,198,Kinder Morgan,Pipelines,"$14,403","$84,104",Steven J. Kean,$253,13,"Houston, TX",-11.2%,-75.3%,Energy,C,"11,290","$39,856","The pipeline operator has more than 80,000 miles of pipelines that transport natural gas, gasoline, and crude oil in the U.S. and Canada."
207,199,Aramark,Diversified Outsourcing Services,"$14,329","$10,224",Eric J. Foss,$236,22,"Philadelphia, PA",-3.4%,58.4%,Business Services,B,"216,500","$8,012","The company provides uniform, food and facilities services to establishments like schools, prisons and workplaces."
231,200,DaVita,Health Care: Medical Facilities,"$14,210","$18,515",Kent J. Thiry,$270,10,"Denver, CO",8.0%,-62.7%,Health Care,C-,"60,400","$15,124",The health provider delivers dialysis treatment and other medical services to patients across the U.S.
301,201,Molina Healthcare,Health Care: Insurance and Managed Care,"$14,178","$6,576",Joseph M. Molina,$143,5,"Long Beach, CA",46.7%,129.8%,Health Care,D-,"21,000","$3,649",Molina Healthcare offers healthcare services to low-income families in 10 states.
234,202,WellCare Health Plans,Health Care: Insurance and Managed Care,"$13,890","$5,194",Kenneth A. Burdick,$119,8,"Tampa, FL",7.2%,86.2%,Health Care,C+,"6,900","$4,092",The health plan provider focuses on government-sponsored health programs like Medicaid and Medicare.
212,203,CBS,Entertainment,"$13,886","$23,765",Leslie Moonves,"$1,413",22,"New York, NY",-4.1%,-52.2%,Media,A+,"19,080","$25,316","The media company operates entertainment groups and cable networks, book publisher Simon & Schuster and local broadcasting stations."
238,204,Visa,Financial Data Services,"$13,880","$40,236",Alfred F. Kelly Jr.,"$6,328",8,"Foster City, CA",9.3%,16.4%,Business Services,A+,"11,300","$183,663","The electronic payment company owns and manages payment brands including Visa and Interlink, as well as product platforms that financial institutions use to manage clients’ credit, debit or prepaid programs."
223,205,Lincoln National,"Insurance: Life, Health (stock)","$13,572","$251,937",Dennis R. Glass,"$1,154",22,"Radnor, PA",0.1%,-23.8%,Financials,B-,"9,312","$9,446","The holding company operates insurance businesses that offer annuities, retirement plans, non-medical insurance, and life insurance."
213,206,Ecolab,Chemicals,"$13,545","$18,642",Douglas M. Baker Jr.,"$1,002",14,"St. Paul, MN",-5.1%,-16.7%,Chemicals,B,"47,145","$32,746",The company provides a range of services to help industries like the food processing and energy industries optimize water and energy use and promote hygienic environments.
210,207,Kellogg,Food Consumer Products,"$13,525","$15,265",John A. Bryant,$614,22,"Battle Creek, MI",-7.2%,-2.8%,"Food, Beverages & Tobacco",A+,"33,577","$26,964","The food manufacturing company sells brands including Cheez-It, Eggo, Rice Krispies, Kellogg’s, Kashi in more than 180 countries."
225,208,C.H. Robinson Worldwide,Transportation and Logistics,"$13,476","$3,184",John P. Wiehoff,$510,15,"Eden Prairie, MN",-,13.3%,Transportation,D+,"13,159","$10,633",The logistics company offers freight transportation services and also operates produce sourcing and information services.
219,209,Textron,Aerospace and Defense,"$13,423","$14,708",Scott C. Donnelly,$697,22,"Providence, RI",-3.3%,16.2%,Aerospace & Defense,C+,"35,000","$9,809","Textron is a network of companies including Bell Helicopter, Textron Aviation, Textron Specialized Vehicles, Textron Tools and Test, Kautex and Jacobsen."
211,210,Loews,Insurance: Property and Casualty (Stock),"$13,415","$76,029",James S. Tisch,$260,22,"New York, NY",-7.9%,-56.0%,Financials,B+,"16,700","$12,970","The holding company has subsidiaries that operate in the insurance, oil production and drilling and hotel industries."
201,211,Illinois Tool Works,Industrial Machinery,"$13,405","$15,729",E. Scott Santi,"$1,899",22,"Glenview, IL",-12.3%,-35.5%,Industrials,C,"48,000","$37,264","The manufacturing company makes automotive components, industrial and commercial food equipment, and other products covered by its 16,000 active and pending patents."
220,212,Synnex,Wholesalers: Electronics and Office Equipment,"$13,338","$4,444",Kevin M. Murai,$209,10,"Fremont, CA",-3.6%,15.8%,Wholesalers,C-,"78,500","$3,674",The company distributes IT products and related logistical services.
222,213,Viacom,Entertainment,"$13,268","$22,217",Robert Bakish,"$1,922",11,"New York, NY",-3.7%,-19.6%,Media,B,"9,445","$16,342","The entertainment company, created in 2005 as a spin-off from CBS, produces and distributes films and programming through brands including Paramount Pictures and MTV Films."
150,214,HollyFrontier,Petroleum Refining,"$13,238","$8,388",George J. Damiris,$740,9,"Dallas, TX",-33.0%,163.1%,Energy,F,"2,704","$6,235","The Dallas-based oil refiner produces gasoline, diesel, jet fuel, lubriants, and asphalt."
203,215,Land O’Lakes,Food Consumer Products,"$13,161","$8,000",Christopher J. Policinski,$308,14,"Arden Hills, MN",-13.4%,15.4%,"Food, Beverages & Tobacco",A,"10,000",-,"The food company owns businesses focusing on dairy foods, like the Land O’Lakes flagship brand, animal feed, like Purina, and crop protection."
152,216,Devon Energy,"Mining, Crude-Oil Production","$13,145","$29,532",David A. Hager,"$-14,454",15,"Oklahoma City, OK",-32.8%,-999.4%,Energy,D-,"5,167","$14,376",The energy company’s main business is the exploration and production of oil and natural gas.
149,217,PBF Energy,Petroleum Refining,"$13,124","$6,105",Thomas J. Nimbley,$146,4,"Parsippany, NJ",-33.8%,-,Energy,C+,"2,270","$3,412","The supplier of transportation fuels owns and operates petroleum refineries in New Jersey, Delaware, and Ohio."
228,218,Yum Brands,Food Services,"$13,105","$8,075",Greg Creed,"$1,293",18,"Louisville, KY",-1.3%,23.0%,"Hotels, Resturants & Leisure",B,"505,000","$33,453","The restaurant company operates brands including Taco Bell, KFC and Pizza Hut in the U.S. and abroad."
233,219,Texas Instruments,Semiconductors and Other Electronic Components,"$13,000","$16,230",Richard K. Templeton,"$2,986",22,"Dallas, TX",-0.3%,5.8%,Technology,A+,"29,977","$57,722","The electronics company develops analog chips and embedded processors, as well as educational products."
253,220,CDW,Information Technology Services,"$12,989","$6,755",Thomas E. Richards,$403,12,"Lincolnshire, IL",7.6%,64.6%,Technology,D+,"8,465","$6,886","The company provides technology products and services, ranging from hardware to security systems and cloud computing, for businesses, schools and the government."
217,221,Waste Management,Waste Management,"$12,961","$20,419",James C. Fish Jr.,$753,18,"Houston, TX",-7.4%,-42.0%,Business Services,B+,"40,600","$26,234","The waste company collects, recycles and disposes of garbage throughout the United States and Eastern Canada."
235,222,Marsh & McLennan,Diversified Financials,"$12,893","$18,216",Daniel S. Glaser,"$1,599",22,"New York, NY",-0.4%,9.1%,Financials,C-,"60,000","$31,685",The professional services company includes risk management companies Marsh and Guy Carpenter and consulting firms Mercer and Oliver Wyman Group.
142,223,Chesapeake Energy,"Mining, Crude-Oil Production","$12,764","$17,357",Robert D. Lawler,"$-14,685",11,"Oklahoma City, OK",-39.1%,-866.0%,Energy,C,"4,400","$2,804",The natural gas and oil company is headquartered in Oklahoma City and is the second largest producer of natural gas in the U.S.
230,224,Parker-Hannifin,Industrial Machinery,"$12,712","$12,295",Thomas L. Williams,"$1,012",22,"Cleveland, OH",-3.8%,-2.8%,Industrials,D,"54,750","$15,007","The manufacturing company operates in the Industrial, Aerospace and Climate and Industrial Control business, creating motion and control-related products for its customers."
115,225,Occidental Petroleum,"Mining, Crude-Oil Production","$12,699","$43,437",Vicki A. Hollub,"$-7,829",22,"Houston, TX",-51.0%,"-1,370.9%",Energy,C,"11,100","$52,270",The chemical and oil and gas exploration and production company is headquartered in Houston.
254,226,Guardian Life Ins. Co. of America,"Insurance: Life, Health (Mutual)","$12,628","$65,072",Deanna M. Mulligan,$411,22,"New York, NY",6.0%,-7.8%,Financials,C+,"8,000",-,"The financial services company provides life, disability and dental insurance, as well as employee benefits and 401(k) plans."
264,227,Farmers Insurance Exchange,Insurance: Property and Casualty (Mutual),"$12,626","$15,567",Jeffrey J. Dailey,$-114,2,"Woodland Hills, CA",11.6%,"-4,697.7%",Financials,B,"13,184",-,"The insurance company provides homeowners, auto and commercial insurance, as well as other financial services."
250,228,J.C. Penney,General Merchandisers,"$12,625","$9,442",Marvin R. Ellison,$-513,22,"Plano, TX",3.0%,-,Retailing,A,"105,000","$3,394","The department store operator sells apparel, footwear, accessories and beauty products at its locations and online."
236,229,Consolidated Edison,Utilities: Gas and Electric,"$12,554","$45,642",John McAvoy,"$1,193",22,"New York, NY",-2.8%,9.2%,Energy,C+,"14,806","$22,495","The holding company provides electricity, gas and steam to parts of New York, New Jersey and Pennsylvania."
288,230,Cognizant Technology Solutions,Information Technology Services,"$12,416","$13,065",Francisco D'Souza,"$1,624",6,"Teaneck, NJ",21.0%,12.8%,Technology,D-,"221,700","$38,192",The IT provider also offers consulting and business process outsourcing services.
248,231,VF,Apparel,"$12,377","$9,640",Steven E. Rendle,"$1,232",22,"Greensboro, NC",0.8%,17.6%,Apparel,C+,"64,000","$27,422","The clothing company owns brands including Jansport, North Face, 7 For All Mankind, Smartwool and others."
247,232,Ameriprise Financial,Diversified Financials,"$12,200","$145,342",James M. Cracchiolo,"$1,562",10,"Minneapolis, MN",-0.8%,-3.5%,Financials,C+,"13,000","$15,823","The holding company offers financial planning services, asset management and insurance."
229,233,Computer Sciences,Information Technology Services,"$12,183","$10,201",J. Michael Lawrie,$-8,22,"Falls Church, VA",-7.9%,-100.8%,Technology,B+,"70,000","$4,748",The Virginia-based company provides IT services and solutions to commercial and public-sector organizations.
262,234,L Brands,Specialty Retailers: Apparel,"$12,154","$8,493",Leslie H. Wexner,"$1,253",22,"Columbus, OH",6.1%,20.3%,Retailing,C-,"55,400","$25,209","The retailer sells women’s intimates and personal care products through the brands Victoria’s Secret, Henri Bendel, Bath and Body Works, Pink and La Senza."
239,235,Jacobs Engineering Group,"Engineering, Construction","$12,115","$7,786",Steven J. Demetriou,$303,16,"Pasadena, CA",-4.6%,-7.7%,Engineering & Construction,B-,"56,950","$5,337","The engineering company offers design, construction, consulting and maintenance services for clients in oil and gas, infrastructure, food processing, pharmaceuticals, and others."
282,236,Principal Financial Group,"Insurance: Life, Health (stock)","$11,964","$218,686",Daniel J. Houston,"$1,234",22,"Des Moines, IA",14.2%,7.9%,Financials,C,"14,895","$11,505","The financial services company offers retirement plans, insurance and asset management."
269,237,Ross Stores,Specialty Retailers: Apparel,"$11,940","$4,869",Barbara Rentler,"$1,021",14,"Dublin, CA",8.1%,10.4%,Retailing,B+,"77,800","$23,235","The discount retailer includes the Ross Dress for Less and dd’s DISCOUNTS brands, which are located throughout most of the United States with the exception of New England."
